,model,finetuned_dataset,model_name,dataset_name,task_type,batch_size,lr_scheduler_type,learning_rate,gradient_accumulation_steps,num_train_epochs,seed,dataset_path,train_runtime,eval_accuracy,push_to_hub,hub_model_id,push_to_hub_organization,hub_token,peft_method,lora_attention_dimension,lora_alpha,lora_dropout,lora_bias
2171,ChrisUPM/BioBERT_Re_trained,glue/cola,ChrisUPM/BioBERT_Re_trained,cola,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,51.29987359046936,0.7171620325982742,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2172,anvay/finetuning-cardiffnlp-sentiment-model,ag_news,anvay/finetuning-cardiffnlp-sentiment-model,,sequence_classification,24.0,linear,0.0004,1.0,4.0,42.0,ag_news,1775.175076007843,0.9375,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2173,ali2066/DistilBERTFINAL_ctxSentence_TRAIN_editorials_TEST_NULL_second_train_set_null_False,glue/cola,ali2066/DistilBERTFINAL_ctxSentence_TRAIN_editorials_TEST_NULL_second_train_set_null_False,cola,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,78.71402382850647,0.7775647171620326,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2174,YeRyeongLee/electra-base-discriminator-finetuned-filtered-0602,glue/cola,YeRyeongLee/electra-base-discriminator-finetuned-filtered-0602,cola,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,80.94752407073975,0.6903163950143816,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2175,philschmid/tiny-distilbert-classification,glue/sst2,philschmid/tiny-distilbert-classification,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,67.0237078666687,0.5091743119266054,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2176,dapang/distilroberta-base-mic-sym,tweet_eval/hate,dapang/distilroberta-base-mic-sym,hate,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,71.85026288032532,0.733,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2177,riyadhctg/distilbert-base-uncased-finetuned-cola,tweet_eval/hate,riyadhctg/distilbert-base-uncased-finetuned-cola,hate,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,77.51462125778198,0.732,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2178,kyleinincubated/autonlp-cat333-624217911,glue/cola,kyleinincubated/autonlp-cat333-624217911,cola,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,110.9793336391449,0.6912751677852349,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2179,fabriceyhc/bert-base-uncased-imdb,ag_news,fabriceyhc/bert-base-uncased-imdb,,sequence_classification,24.0,linear,0.0004,1.0,4.0,42.0,ag_news,2066.4748153686523,0.9273684210526316,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2180,nurkayevaa/autonlp-bert-covid-407910458,tweet_eval/hate,nurkayevaa/autonlp-bert-covid-407910458,hate,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,69.6354193687439,0.734,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2181,abdelkader/distilbert-base-uncased-finetuned-emotion,tweet_eval/hate,abdelkader/distilbert-base-uncased-finetuned-emotion,hate,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,72.69067692756653,0.754,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2182,PrasunMishra/finetuning-sentiment-model-3000-samples,tweet_eval/hate,PrasunMishra/finetuning-sentiment-model-3000-samples,hate,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,69.67447328567505,0.738,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2183,SetFit/distilbert-base-uncased__sst2__train-16-0,tweet_eval/hate,SetFit/distilbert-base-uncased__sst2__train-16-0,hate,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,tweet_eval,75.49318647384644,0.753,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2184,riyadhctg/distilbert-base-uncased-finetuned-cola,glue/sst2,riyadhctg/distilbert-base-uncased-finetuned-cola,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,187.2029411792755,0.8876146788990825,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2185,jasonyim2/distilbert-base-uncased-finetuned-emotion,glue/sst2,jasonyim2/distilbert-base-uncased-finetuned-emotion,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,189.0434114933014,0.8807339449541285,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2186,marcelcastrobr/sagemaker-distilbert-emotion,glue/sst2,marcelcastrobr/sagemaker-distilbert-emotion,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,194.0399911403656,0.8887614678899083,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2187,dapang/distilroberta-base-mic-sym,glue/sst2,dapang/distilroberta-base-mic-sym,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,197.14483213424683,0.9139908256880734,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2188,nurkayevaa/autonlp-bert-covid-407910458,glue/sst2,nurkayevaa/autonlp-bert-covid-407910458,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,187.20597887039185,0.8853211009174312,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2189,heranm/finetuning-sentiment-model-3000-samples,glue/sst2,heranm/finetuning-sentiment-model-3000-samples,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,244.65083742141724,0.8922018348623854,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2190,vaariis/distilbert-base-uncased-finetuned-emotion,glue/sst2,vaariis/distilbert-base-uncased-finetuned-emotion,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,247.75331497192383,0.8922018348623854,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2191,PrasunMishra/finetuning-sentiment-model-3000-samples,glue/sst2,PrasunMishra/finetuning-sentiment-model-3000-samples,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,224.7588484287262,0.8979357798165137,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2192,yukta10/finetuning-sentiment-model-3000-samples,glue/sst2,yukta10/finetuning-sentiment-model-3000-samples,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,185.14930319786072,0.8922018348623854,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2193,abdelkader/distilbert-base-uncased-finetuned-emotion,glue/sst2,abdelkader/distilbert-base-uncased-finetuned-emotion,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,251.76753878593445,0.8887614678899083,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2194,SetFit/distilbert-base-uncased__sst2__train-16-0,glue/sst2,SetFit/distilbert-base-uncased__sst2__train-16-0,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,254.47819709777832,0.8910550458715596,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2195,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,glue/sst2,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,248.0713791847229,0.8876146788990825,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2196,elozano/tweet_offensive_eval,ag_news,elozano/tweet_offensive_eval,,sequence_classification,24.0,linear,0.0004,1.0,4.0,42.0,ag_news,2082.197773218155,0.9126315789473683,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2197,Jeevesh8/feather_berts_92,ag_news,Jeevesh8/feather_berts_92,,sequence_classification,24.0,linear,0.0004,1.0,4.0,42.0,ag_news,1789.2296497821808,0.9311842105263158,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2198,Jeevesh8/init_bert_ft_qqp-33,glue/sst2,Jeevesh8/init_bert_ft_qqp-33,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,362.2774817943573,0.8967889908256881,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2199,boychaboy/MNLI_roberta-base,ag_news,boychaboy/MNLI_roberta-base,,sequence_classification,24.0,linear,0.0004,1.0,4.0,42.0,ag_news,2341.2505016326904,0.9415789473684212,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2200,cointegrated/roberta-base-formality,ag_news,cointegrated/roberta-base-formality,,sequence_classification,24.0,linear,0.0004,1.0,4.0,42.0,ag_news,2369.395905256272,0.94,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2201,moshew/bert-mini-sst2-distilled,glue/sst2,moshew/bert-mini-sst2-distilled,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,114.54549050331116,0.9094036697247706,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2202,cambridgeltl/guardian_news_distilbert-base-uncased,glue/sst2,cambridgeltl/guardian_news_distilbert-base-uncased,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,193.16567087173465,0.8818807339449541,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2203,Capreolus/bert-base-msmarco,glue/sst2,Capreolus/bert-base-msmarco,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,371.54287791252136,0.9059633027522936,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2204,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,glue/sst2,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,432.4582464694977,0.9013761467889908,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2205,gchhablani/bert-base-cased-finetuned-rte,ag_news,gchhablani/bert-base-cased-finetuned-rte,,sequence_classification,24.0,linear,0.0004,1.0,4.0,42.0,ag_news,2293.4271647930145,0.9298684210526316,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2206,crcb/isear_bert,glue/sst2,crcb/isear_bert,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,375.987016916275,0.9403669724770642,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2207,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,glue/sst2,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,437.0999422073364,0.908256880733945,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2208,amyma21/sincere_question_classification,glue/sst2,amyma21/sincere_question_classification,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,190.42300295829773,0.8853211009174312,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2209,moghis/distilbert-base-uncased-finetuned-emotion,glue/sst2,moghis/distilbert-base-uncased-finetuned-emotion,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,247.98494458198547,0.8841743119266054,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2210,uygarkurt/distilbert-base-uncased-finetuned-emotion,glue/sst2,uygarkurt/distilbert-base-uncased-finetuned-emotion,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,222.159038066864,0.8887614678899083,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2211,connectivity/cola_6ep_ft-33,glue/sst2,connectivity/cola_6ep_ft-33,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,434.5966701507568,0.9036697247706422,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2212,emrecan/bert-base-multilingual-cased-snli_tr,ag_news,emrecan/bert-base-multilingual-cased-snli_tr,,sequence_classification,24.0,linear,0.0004,1.0,4.0,42.0,ag_news,2377.334787130356,0.9278947368421052,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2213,usami/distilbert-base-uncased-finetuned-cola,glue/sst2,usami/distilbert-base-uncased-finetuned-cola,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,187.574697971344,0.8887614678899083,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2214,Raychanan/COVID_RandomOver,ag_news,Raychanan/COVID_RandomOver,,sequence_classification,24.0,linear,0.0004,1.0,4.0,42.0,ag_news,2512.5478525161743,0.4397368421052631,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2215,chiragasarpota/scotus-bert,glue/sst2,chiragasarpota/scotus-bert,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,113.74966764450072,0.5848623853211009,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2216,ncduy/roberta-imdb-sentiment-analysis,glue/sst2,ncduy/roberta-imdb-sentiment-analysis,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,366.31453466415405,0.9357798165137616,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2217,ali2066/DistilBERTFINAL_ctxSentence_TRAIN_editorials_TEST_NULL_second_train_set_null_False,ag_news,ali2066/DistilBERTFINAL_ctxSentence_TRAIN_editorials_TEST_NULL_second_train_set_null_False,,sequence_classification,24.0,linear,0.0004,1.0,4.0,42.0,ag_news,2398.837410926819,0.9382894736842106,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2218,phailyoor/distilbert-base-uncased-finetuned-yahd,glue/sst2,phailyoor/distilbert-base-uncased-finetuned-yahd,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,248.5141177177429,0.8715596330275229,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2219,isakbos/Q8BERT_COLA_L_512,glue/sst2,isakbos/Q8BERT_COLA_L_512,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,366.72793531417847,0.7534403669724771,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2220,connectivity/cola_6ep_ft-22,glue/sst2,connectivity/cola_6ep_ft-22,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,492.0829498767853,0.9128440366972476,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2221,connectivity/bert_ft_qqp-7,glue/sst2,connectivity/bert_ft_qqp-7,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,361.7378270626068,0.908256880733945,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2222,neibla/distilbert-base-uncased-finetuned-emotion,glue/sst2,neibla/distilbert-base-uncased-finetuned-emotion,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,234.56899237632751,0.8887614678899083,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2223,vesteinn/XLMR-ENIS-finetuned-cola,glue/sst2,vesteinn/XLMR-ENIS-finetuned-cola,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,396.9335992336273,0.9220183486238532,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2224,bert-base-uncased,ag_news,bert-base-uncased,,sequence_classification,24.0,linear,0.0004,1.0,4.0,42.0,ag_news,4173.888864040375,0.9321052631578948,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2225,arianpasquali/distilbert-base-multilingual-cased-toxicity,glue/sst2,arianpasquali/distilbert-base-multilingual-cased-toxicity,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,274.4246926307678,0.8360091743119266,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2226,markt23917/finetuning-sentiment-model-3000-samples,glue/sst2,markt23917/finetuning-sentiment-model-3000-samples,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,195.76894640922544,0.8956422018348624,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2227,jaesun/distilbert-base-uncased-finetuned-cola,glue/sst2,jaesun/distilbert-base-uncased-finetuned-cola,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,256.8289701938629,0.8864678899082569,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2228,SetFit/distilbert-base-uncased__sst2__train-32-9,glue/sst2,SetFit/distilbert-base-uncased__sst2__train-32-9,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,258.10324811935425,0.8841743119266054,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2229,Anthos23/FS-distilroberta-fine-tuned,glue/sst2,Anthos23/FS-distilroberta-fine-tuned,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,271.95467710494995,0.9128440366972476,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2230,pietrotrope/emotion_final,glue/sst2,pietrotrope/emotion_final,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,273.0289537906647,0.893348623853211,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2231,YeRyeongLee/electra-base-discriminator-finetuned-filtered-0602,ag_news,YeRyeongLee/electra-base-discriminator-finetuned-filtered-0602,,sequence_classification,24.0,linear,0.0004,1.0,4.0,42.0,ag_news,2425.225615501404,0.2498684210526315,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2232,JNK789/distilbert-base-uncased-finetuned-tweets-emoji-dataset,glue/sst2,JNK789/distilbert-base-uncased-finetuned-tweets-emoji-dataset,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,229.0109386444092,0.5091743119266054,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2233,connectivity/feather_berts_28,glue/sst2,connectivity/feather_berts_28,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,362.4506614208221,0.9208715596330276,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2234,aXhyra/presentation_sentiment_1234567,glue/sst2,aXhyra/presentation_sentiment_1234567,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,189.7568047046661,0.8979357798165137,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2235,JonatanGk/roberta-base-bne-finetuned-cyberbullying-spanish,glue/sst2,JonatanGk/roberta-base-bne-finetuned-cyberbullying-spanish,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,637.6180431842804,0.7408256880733946,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2236,aXhyra/demo_sentiment_31415,glue/sst2,aXhyra/demo_sentiment_31415,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,245.4773509502411,0.8853211009174312,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2237,aXhyra/emotion_trained_31415,glue/sst2,aXhyra/emotion_trained_31415,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,186.3013153076172,0.8944954128440367,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2238,liangyuant/distilbert-base-uncased-finetuned-num200-450-405cls,glue/sst2,liangyuant/distilbert-base-uncased-finetuned-num200-450-405cls,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,223.70091605186465,0.875,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2239,JB173/distilbert-base-uncased-finetuned-emotion,glue/sst2,JB173/distilbert-base-uncased-finetuned-emotion,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,189.13981676101685,0.8910550458715596,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2240,milyiyo/selectra-small-finetuned-amazon-review,glue/sst2,milyiyo/selectra-small-finetuned-amazon-review,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,275.42829155921936,0.731651376146789,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2241,aXhyra/presentation_emotion_31415,glue/sst2,aXhyra/presentation_emotion_31415,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,224.53109312057487,0.8956422018348624,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2242,aviator-neural/bert-base-uncased-sst2,glue/sst2,aviator-neural/bert-base-uncased-sst2,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,488.7474715709686,0.9094036697247706,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2243,anirudh21/bert-base-uncased-finetuned-qnli,glue/sst2,anirudh21/bert-base-uncased-finetuned-qnli,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,365.0624151229858,0.9128440366972476,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2244,Giyaseddin/distilroberta-base-finetuned-short-answer-assessment,glue/sst2,Giyaseddin/distilroberta-base-finetuned-short-answer-assessment,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,255.4296584129333,0.9105504587155964,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2245,classla/bcms-bertic-parlasent-bcs-ter,ag_news,classla/bcms-bertic-parlasent-bcs-ter,,sequence_classification,24.0,linear,0.0004,1.0,4.0,42.0,ag_news,2836.75264120102,0.9034210526315788,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2246,oferweintraub/bert-base-finance-sentiment-noisy-search,glue/sst2,oferweintraub/bert-base-finance-sentiment-noisy-search,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,358.9371883869171,0.904816513761468,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2247,Jeevesh8/bert_ft_qqp-9,glue/sst2,Jeevesh8/bert_ft_qqp-9,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,480.9158301353455,0.9036697247706422,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2248,Jeevesh8/bert_ft_qqp-40,glue/sst2,Jeevesh8/bert_ft_qqp-40,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,523.8778665065765,0.8990825688073395,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2249,Jeevesh8/init_bert_ft_qqp-49,glue/sst2,Jeevesh8/init_bert_ft_qqp-49,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,796.6371026039124,0.9025229357798163,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2250,Guscode/DKbert-hatespeech-detection,ag_news,Guscode/DKbert-hatespeech-detection,,sequence_classification,24.0,linear,0.0004,1.0,4.0,42.0,ag_news,2066.9570338726044,0.8439473684210527,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2251,IMSyPP/hate_speech_it,glue/sst2,IMSyPP/hate_speech_it,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,519.4219355583191,0.7694954128440367,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2252,Jeevesh8/feather_berts_46,glue/sst2,Jeevesh8/feather_berts_46,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,804.7824246883392,0.9151376146788992,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2253,Jeevesh8/bert_ft_qqp-88,glue/sst2,Jeevesh8/bert_ft_qqp-88,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,491.0403172969818,0.9071100917431192,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2254,Jeevesh8/512seq_len_6ep_bert_ft_cola-91,glue/sst2,Jeevesh8/512seq_len_6ep_bert_ft_cola-91,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,523.3577785491943,0.9071100917431192,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2255,connectivity/cola_6ep_ft-10,glue/sst2,connectivity/cola_6ep_ft-10,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,362.7803864479065,0.9094036697247706,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2256,Jeevesh8/6ep_bert_ft_cola-47,glue/sst2,Jeevesh8/6ep_bert_ft_cola-47,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,432.8156399726868,0.9025229357798163,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2257,Recognai/bert-base-spanish-wwm-cased-xnli,glue/sst2,Recognai/bert-base-spanish-wwm-cased-xnli,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,559.123530626297,0.7729357798165137,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2258,Jeevesh8/6ep_bert_ft_cola-12,glue/sst2,Jeevesh8/6ep_bert_ft_cola-12,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,371.7820417881012,0.9139908256880734,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2259,viviastaari/finetuning-sentiment-analysis-en-id,glue/sst2,viviastaari/finetuning-sentiment-analysis-en-id,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,312.38907194137573,0.8073394495412844,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2260,jb2k/bert-base-multilingual-cased-language-detection,glue/sst2,jb2k/bert-base-multilingual-cased-language-detection,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,404.5799481868744,0.8165137614678899,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2261,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,glue/sst2,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,447.7452764511109,0.9105504587155964,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2262,AnonymousSub/dummy_2,glue/sst2,AnonymousSub/dummy_2,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,405.25120520591736,0.8612385321100917,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2263,dhimskyy/wiki-bert,glue/sst2,dhimskyy/wiki-bert,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,265.08607149124146,0.7614678899082569,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2264,robertou2/roberta-base-bne-finetuned-amazon_reviews_multi,glue/sst2,robertou2/roberta-base-bne-finetuned-amazon_reviews_multi,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,740.95867395401,0.7855504587155964,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2265,distilbert-base-uncased,glue/sst2,distilbert-base-uncased,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,223.98908019065857,0.8922018348623854,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2266,Aureliano/distilbert-base-uncased-if,glue/sst2,Aureliano/distilbert-base-uncased-if,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,184.25313210487369,0.8887614678899083,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2267,connectivity/bert_ft_qqp-25,glue/sst2,connectivity/bert_ft_qqp-25,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,485.8817059993744,0.9094036697247706,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2268,bondi/bert-semaphore-prediction-w4,ag_news,bondi/bert-semaphore-prediction-w4,,sequence_classification,24.0,linear,0.0004,1.0,4.0,42.0,ag_news,3123.848262786865,0.8951315789473684,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2269,18811449050/bert_finetuning_test,glue/sst2,18811449050/bert_finetuning_test,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,492.06697058677673,0.9025229357798163,True,,TransferGraph,,lora,1.0,1.0,0.1,none
2270,Jeevesh8/init_bert_ft_qqp-28,glue/sst2,Jeevesh8/init_bert_ft_qqp-28,sst2,sequence_classification,32.0,linear,0.0004,1.0,4.0,42.0,glue,366.5239663124085,0.9105504587155964,True,,TransferGraph,,lor,,,,
